Order ID,Customer ID,Original Customer ID,Gender,Age,Age Group,Laptop Model,Brand,Price ($),Discount ($),Month,Year,Final Price ($),Rating,State,Order Count,Link
11,c6c1c589-5243-4fd8-81d9-41635d1479b0,9154f402-d7a6-45d3-8834-73ed569a47e9,Male,28,26-35,Dell Inspiron go,Dell,1568.28,111.2,8,2018,1457.08,4.1,South Dakota,1,www.newegg.com
12,cfecad5f-6097-4428-953d-99024280f9dd,a92584eb-8822-445e-8d62-b369ec189257,Male,28,26-35,Microsoft Surface Laptop expect,Microsoft,1869.23,260.71,1,2022,1608.52,3.8,Arizona,1,www.newegg.com
13,ccc6d788-9424-42b4-a0f8-ae645666c68f,655b53aa-3dfb-4bea-8b22-2f65c336d8fb,Male,28,26-35,Acer Predator camera,Acer,1302.33,66.55,10,2022,1235.78,4.8,Massachusetts,1,www.newegg.com
14,768ed646-7e2f-4a5e-8879-eaed0ccec25c,62d4beaf-b2f1-48d7-a9c7-70e221e6f805,Male,28,26-35,HP Envy husband,HP,1291.26,,8,2019,1012.62,,Florida,1,www.newegg.com
15,0979e6ad-6b62-46a5-9bac-d78c969e2359,3867c23a-d45e-4591-80ef-92cf688935b5,Male,28,26-35,HP Omen end,HP,1994.03,157.11,10,2019,1836.92,4.1,Iowa,1,www.newegg.com
16,9e76d295-93f1-4b2a-999b-82ec5c688eb5,2f713a2c-521e-428d-8b44-a3caa500bc19,Male,28,26-35,HP Envy at,HP,681.82,,2,2019,620.04,,Hawaii,1,www.newegg.com
17,4c2779e6-aa21-4b7d-9000-2fe48f58e8f2,7783a04c-9522-4dfd-b1fe-f5699671814c,Male,28,26-35,Acer Predator dog,Acer,1692.82,146.19,10,2020,1546.63,5.0,North Dakota,1,www.newegg.com
18,8f1afb3b-8748-4b92-bfef-ba3ff4abb005,7b2d0b29-88be-4785-870d-9c278d8dc114,Male,28,26-35,Lenovo ThinkPad dinner,Lenovo,1860.57,78.64,9,2021,1781.93,4.6,Wyoming,1,www.newegg.com
19,b20b65b1-2e19-4c24-8a7f-8c7437becd0d,d733a58b-dbdb-45fa-8928-e97bda2f0af0,Male,28,26-35,Microsoft Surface Book sell,Microsoft,723.1,158.69,8,2020,564.41,3.5,Washington,1,www.newegg.com
20,c1b52671-c6e5-4ee8-b1c2-338412ef92cd,652398bc-4165-49c2-99f9-8e5b53dca296,Male,28,26-35,Microsoft Surface Book best,Microsoft,2443.78,240.49,9,2020,2203.29,4.9,South Dakota,1,www.newegg.com
21,f62d7144-a8e3-4c3b-95dd-2528103cec45,407fe5aa-7768-42a9-bef2-fe891b89b1cf,Male,28,26-35,Lenovo IdeaPad since,Lenovo,805.68,240.63,9,2021,565.05,4.9,North Dakota,1,www.newegg.com
22,44869cd2-ad90-4cee-b406-5183b3ca3543,56e45db1-ed55-49c8-a8f2-c912fea771d6,Male,28,26-35,Dell XPS something,Dell,1477.21,77.97,6,2019,1399.24,4.8,Maryland,1,www.newegg.com
23,25bed544-b2d2-4920-9c08-a88b919175f1,8f9c41a8-6e6f-4176-b771-a16bfc49081c,Male,28,26-35,HP Pavilion laugh,HP,981.74,191.84,2,2020,789.9,3.6,New York,1,www.newegg.com
24,be95ab14-a701-42b8-9c35-47148862f7d4,c6a99174-95db-4e62-bdae-7fdee89321c0,Male,28,26-35,Acer Aspire car,Acer,2455.97,183.18,3,2020,2272.79,3.7,New Mexico,1,www.newegg.com
25,9765118a-4606-41db-bd60-9e1515e25bd1,d630feab-994f-4dc0-8853-77613962ad5c,Male,28,26-35,MacBook Air reduce,MacBook,1030.11,268.11,7,2021,762.0,4.9,Ohio,1,www.newegg.com
26,e5579719-179c-40c7-9d2f-3a3c887fff58,0997f6ac-baf0-4b7a-b443-e070c3cf7065,Male,28,26-35,Acer Aspire painting,Acer,1925.9,149.75,11,2022,1776.15,4.5,New Hampshire,1,www.newegg.com
27,17f979fc-99e7-4f8c-8584-d330ff889e0f,a10c1ac2-f166-4db2-92e7-ba8b7217b5fb,Male,28,26-35,MacBook Pro American,MacBook,742.01,106.17,6,2019,635.84,3.5,Oklahoma,1,www.newegg.com
28,26308a0a-9614-4eb8-9f2c-00ae01111e99,37f16fc5-492f-4a61-9c91-6f5833691b49,Male,28,26-35,HP EliteBook economic,HP,514.38,226.96,1,2021,287.42,3.8,Arizona,1,www.newegg.com
29,e939942e-6142-4ffc-b6f0-b2d9e69d8c57,d7ba409c-1726-4e53-9152-eb5bd85f0e5a,Male,28,26-35,Acer Predator support,Acer,641.71,109.5,11,2021,532.21,4.2,Ohio,1,www.newegg.com
30,313a2973-73a8-491b-a989-4f7f7eb0709e,94310eb8-c0c1-454d-9fb2-270740c7356e,Male,28,26-35,HP Envy night,HP,985.99,168.24,7,2018,817.75,3.8,Connecticut,1,www.newegg.com
31,3ddd70d1-53ba-49ca-af8e-37caf7cb4fd6,6baa5e75-d4f3-4365-ab60-3f681f5ac12d,Male,28,26-35,Microsoft Surface Book land,Microsoft,1208.6,152.78,12,2021,1055.82,3.6,Tennessee,1,www.newegg.com
32,9f7569eb-d4aa-4470-b8d2-85435f28ac11,bb628e4c-2687-4e7e-8901-881faf2bd81d,Male,28,26-35,Microsoft Surface Laptop detail,Microsoft,621.23,232.05,2,2019,389.18,3.9,Illinois,1,www.newegg.com
33,78d6045f-c48e-49b3-948e-6f71e22a05d7,6ffe0268-b076-468b-b894-78f6862ef418,Male,28,26-35,MacBook Pro none,MacBook,780.36,95.87,8,2018,684.49,3.9,California,1,www.newegg.com
34,392113e0-f62d-4b45-aa6c-a338a2e4351f,94fd2873-dbef-432e-82d9-dfac40b2c790,Male,28,26-35,ASUS ROG arm,ASUS,695.82,213.04,9,2022,482.78,4.8,Colorado,1,www.newegg.com
35,aba3fc53-edb4-45cd-94f7-1b0acb6ab5b8,6ecdad0e-72f5-41ef-819e-86bac088b799,Male,28,26-35,Acer Aspire water,Acer,832.62,171.41,4,2022,661.21,4.8,Arkansas,1,www.newegg.com
36,25f9ee62-7ee3-4b39-9bc6-e56e22d2969d,97ae74dc-4908-4c91-9c2c-bec68a812e4b,Male,28,26-35,HP Envy present,HP,504.31,147.61,8,2022,356.7,3.9,Vermont,1,www.newegg.com
37,af0508ee-148e-401c-9ccc-f29af6b3d2e5,9ab8c0f9-bbc3-45f9-99d2-86c920313e8b,Male,28,26-35,Microsoft Surface Book amount,Microsoft,809.59,124.18,1,2020,685.41,4.4,Ohio,1,www.newegg.com
38,449b87cf-cd60-4300-b659-804c52a84ec5,3c0379d9-56c1-47a8-a989-8688b532e7ce,Male,28,26-35,Dell XPS between,Dell,614.33,196.04,9,2019,418.29,4.9,North Dakota,1,www.newegg.com
39,f8b942bb-b337-40fd-9238-c3584caf0a8c,ad28f879-603b-4764-b9d6-d740536370d3,Male,28,26-35,HP Pavilion lay,HP,2421.56,70.03,3,2021,2351.53,3.6,California,1,www.newegg.com
40,c281d221-26c9-46e1-8939-c7cfd0dd10ac,421f5d98-9fae-40f3-b022-c8277f2cc32f,Male,28,26-35,Microsoft Surface Laptop meet,Microsoft,1307.55,285.4,10,2020,1022.15,3.9,Rhode Island,1,www.newegg.com
41,f1918abb-b8e9-45b2-9c69-8313463a32cb,a4934f2d-7704-4560-a6e6-5d35ca83e968,Male,28,26-35,Dell Latitude media,Dell,1338.45,,9,2019,1142.53,,Kentucky,1,www.newegg.com
42,2cd8d0df-fbbf-489d-9a51-a7d815915c14,984329da-a94e-45d2-850c-ba906094643e,Male,28,26-35,HP Omen fly,HP,977.37,148.95,11,2021,828.42,4.5,New Jersey,1,www.newegg.com
43,b38b4971-b118-4d38-ad69-d6a8af6d9341,6adb05f6-8597-4fba-81fc-bfd122bb6175,Male,28,26-35,Lenovo ThinkPad early,Lenovo,518.63,205.29,10,2018,313.34,5.0,California,1,www.newegg.com
44,772189e2-59af-4b92-b2d5-58620504bc63,88719d00-ea25-482e-a363-86ff261833e0,Male,28,26-35,MacBook Air reveal,MacBook,1511.77,83.11,6,2022,1428.66,4.8,Kansas,1,www.newegg.com
45,ac8603c0-4dc3-4f33-a288-ef4f1993f2b9,fca5057c-6f7b-46f1-b3c6-1fc49421b856,Male,28,26-35,Lenovo Yoga husband,Lenovo,815.49,258.44,12,2020,557.05,4.0,Tennessee,1,www.newegg.com
46,e0fb0794-4a8c-43df-b08c-2c149087092c,d82e102b-d35f-4c12-9579-bc2f9e51254a,Male,28,26-35,MacBook Air side,MacBook,1835.73,188.65,11,2021,1647.08,3.7,Florida,1,www.newegg.com
47,5954a38a-832f-44e4-bcde-d8de73c6371a,d0a1176e-2129-41d3-9f65-416a202cc9b3,Male,28,26-35,Lenovo ThinkPad which,Lenovo,2279.43,235.6,3,2020,2043.83,3.9,Rhode Island,1,www.newegg.com
48,3ef7f7f1-1269-42a2-bc23-b698407c8cfb,47d09609-f050-475e-9993-ccd62b5a5f66,Male,28,26-35,HP Omen source,HP,907.19,208.56,5,2021,698.63,4.3,Kentucky,1,www.newegg.com
49,e4d1f24d-a16f-460a-80f1-2508b8a995a6,7aef82b1-c84c-4adc-af11-efad05968d82,Male,28,26-35,Acer Aspire bag,Acer,684.6,155.89,5,2021,528.71,3.6,Michigan,1,www.newegg.com
50,b342f358-04fc-4baf-a410-2138a09f972b,02d90521-366c-49dd-9f8a-488c9b2f8eb9,Male,28,26-35,Acer Aspire stand,Acer,1774.23,115.49,12,2019,1658.74,4.2,Virginia,1,www.newegg.com
51,19fae7ed-c272-4c7e-bec0-d8f367c52abd,486871b1-0b8f-4e24-944a-4f6749b5db01,Male,28,26-35,ASUS ROG answer,ASUS,519.34,68.81,12,2022,450.53,4.9,Ohio,1,www.newegg.com
52,bc12af87-5d9e-4280-b92f-7d3ad2afbab4,6eda8cad-0565-4a46-b863-b27a77ee5a0c,Male,28,26-35,Dell XPS phone,Dell,1665.02,87.02,3,2022,1578.0,3.6,Mississippi,1,www.newegg.com
53,d72bf6e7-ce18-4904-9a43-f38680e7a094,7a3083d3-1164-4267-bb82-722e08cd45d8,Male,28,26-35,Acer Aspire gun,Acer,2297.85,102.52,4,2022,2195.33,4.5,Minnesota,1,www.newegg.com
54,bf69127b-6743-4622-b4eb-f37b73f7ae98,4d2c26d3-bdd2-4d03-9aa2-f1f89b4fb80a,Male,28,26-35,Acer Predator modern,Acer,2447.67,237.37,4,2022,2210.3,4.8,Idaho,1,www.newegg.com
55,6471795f-833a-4707-a752-8a1778fa8eaf,a201b000-f126-49fe-b089-6416ec0f1f93,Male,28,26-35,ASUS ZenBook common,ASUS,858.72,281.12,7,2021,577.6,4.7,West Virginia,1,www.newegg.com
56,ec23a4cf-713c-4143-a71f-5459a3511705,3ed70b28-914d-4154-9b6d-ed2c5f261a8d,Male,28,26-35,Acer Aspire know,Acer,1033.61,246.84,2,2022,786.77,4.1,Arizona,1,www.newegg.com
57,219169d5-15ea-44f9-a7ec-c9dfce1bb13d,899c02c2-cc48-4420-b865-f4f301f1d743,Male,28,26-35,Acer Predator his,Acer,944.87,254.15,8,2018,690.72,4.0,Iowa,1,www.newegg.com
58,8978e059-6ed1-414e-939e-08c3d4ec5fef,0681d6d1-32c0-44ca-8293-9218dc0abecd,Male,28,26-35,HP Pavilion avoid,HP,1820.07,149.62,5,2019,1670.45,4.8,Wyoming,1,www.newegg.com
59,0a59d7e8-c9f5-4f71-81f7-d0877f436724,6ca1975c-e7ad-472b-a32c-e5250a25c006,Male,28,26-35,Lenovo Yoga over,Lenovo,1782.96,149.92,9,2018,1633.04,4.0,Alaska,1,www.newegg.com
60,c6d10971-dea8-460c-9ea8-11bf10961acf,87736ef4-ed20-46f1-a35a-eba4b4f51b43,Male,28,26-35,Dell XPS able,Dell,857.14,290.63,5,2020,566.51,3.6,Rhode Island,1,www.newegg.com
61,f410c108-eaa9-4893-999c-3bf7c4944962,41114b18-ae48-46ad-b214-53421e7bab8f,Male,28,26-35,ASUS VivoBook conference,ASUS,1957.09,,10,2020,1828.67,,Delaware,1,www.newegg.com
62,4ae05de5-88ca-431e-8ada-b6c1e4f9c5ee,de07bff1-3a83-466f-9287-c5368eab2600,Male,28,26-35,ASUS ROG across,ASUS,880.16,,7,2020,819.06,,Ohio,1,www.newegg.com
63,ba986605-14f0-42b6-83e7-ebf3c27b932c,f89a55dd-cf13-4d5a-8cf2-47d987266d07,Male,28,26-35,Microsoft Surface Laptop security,Microsoft,1228.44,67.49,11,2022,1160.95,4.9,South Carolina,1,www.newegg.com
64,af55a1f5-15ce-49d9-9ba1-05cf591a21ea,f38fc2fd-5cd5-4835-9f13-cbe4ce4f6c96,Male,28,26-35,Lenovo ThinkPad matter,Lenovo,1939.51,125.08,5,2020,1814.43,4.5,Massachusetts,1,www.newegg.com
65,539c2fbf-abc3-4dfb-b31b-6e6d1220d64d,b68632cf-84f8-43cc-87d4-a52e38208a13,Male,28,26-35,ASUS ROG he,ASUS,1091.31,,7,2020,1009.49,,Missouri,1,www.newegg.com
66,74d88ee5-932e-4080-abb5-5dec11ef6b6e,580bde35-9430-4b01-b479-b976123758ff,Male,28,26-35,Microsoft Surface Laptop man,Microsoft,1731.03,125.24,9,2021,1605.79,4.8,Maryland,1,www.newegg.com
67,da1bcd58-e3c2-40d6-bf0a-88e94c1e4cb4,75ee2b2a-b692-4804-9ef6-2934d9278ff9,Male,28,26-35,Lenovo IdeaPad remember,Lenovo,1359.78,195.0,11,2019,1164.78,4.0,New Hampshire,1,www.newegg.com
68,d2a1821d-b105-41c3-9da9-132ea4d830c0,21660618-0b64-40b3-bd1c-4b2adf222eb7,Male,28,26-35,ASUS ROG able,ASUS,927.4,168.3,12,2022,759.1,3.8,Colorado,1,www.newegg.com
69,078685ca-f11b-4f13-be11-f814684a6122,cd0270c3-fc84-4abc-a552-fd0cf04be16c,Male,28,26-35,Lenovo Yoga defense,Lenovo,686.77,288.0,4,2018,398.77,4.5,Iowa,1,www.newegg.com
70,6b50cf49-53c1-4609-8e10-3346f9fc093a,72ce179b-c10f-406a-a8ee-d3f22a10f581,Male,28,26-35,Acer Aspire understand,Acer,794.71,61.55,8,2022,733.16,4.4,Wyoming,1,www.newegg.com
71,b1fdc430-6e0b-4a07-9090-0f98b4d395b1,69e442e5-e617-4f2a-9f8a-0f8de507996a,Male,28,26-35,Dell Precision outside,Dell,1328.88,,4,2022,1121.44,,Missouri,1,www.newegg.com
72,5ccf8be0-1fa3-41df-8fbf-a679dfc770c5,9d4eafea-bd53-48b4-8aee-96f60cf51dc5,Male,28,26-35,ASUS VivoBook wonder,ASUS,987.97,214.01,1,2019,773.96,4.8,Wyoming,1,www.newegg.com
73,83df42d8-b139-42be-91c3-5141461934d1,88e14e1b-4a2f-49f6-98d0-2fe1fe624308,Male,28,26-35,Dell Precision affect,Dell,937.68,251.03,12,2018,686.65,4.3,Arkansas,1,www.newegg.com
74,5bab63ee-9915-4510-bcdb-030ba4c100e1,f60c6e80-e0d9-4669-84b8-a4bbb3b7a358,Male,28,26-35,MacBook Air economic,MacBook,2334.94,80.34,3,2022,2254.6,4.7,Texas,1,www.newegg.com
75,7728bc11-410b-4a41-bdd2-b352055ddb41,17bafa6e-0dfb-44a8-ba6a-6367e35d3196,Male,28,26-35,MacBook Pro take,MacBook,2400.08,272.86,10,2021,2127.22,4.7,North Carolina,1,www.newegg.com
76,e7a80053-68c5-4e4a-b1fb-9d29e614c211,f64a0643-ce3e-4351-9bda-08a7f481b120,Male,28,26-35,ASUS ROG product,ASUS,1391.83,89.79,8,2022,1302.04,4.2,Wisconsin,1,www.newegg.com
77,204304a4-6bfc-443b-8769-8932a14d0f8c,22863e21-052e-437f-ad2b-889a2d30eda1,Male,28,26-35,HP Omen process,HP,2031.63,180.32,11,2022,1851.31,3.9,New Hampshire,1,www.newegg.com
78,081f3768-0f35-4965-83c8-6f6972610739,0c3c97c8-161b-4f52-983e-7417eb6dd229,Male,28,26-35,Dell XPS serve,Dell,968.99,133.96,9,2018,835.03,3.6,Georgia,1,www.newegg.com
79,047a6284-fc94-4b2c-83b0-3c44c89d4635,3e9065bb-932e-4e4e-a7b1-0b7fff83fb1c,Male,28,26-35,HP Envy system,HP,1887.9,226.6,2,2020,1661.3,4.1,Michigan,1,www.newegg.com
80,8f16565a-6979-4f6b-890d-317836236a7b,f146098e-8138-4043-a8c4-b2296b58f88a,Male,28,26-35,MacBook Pro game,MacBook,1331.55,101.71,7,2019,1229.84,4.1,Wyoming,1,www.newegg.com
81,7c65e19c-4c99-43b1-8650-4a3b6bb8178d,51a5204f-dbfa-4511-9a74-3a869000a321,Male,28,26-35,MacBook Air share,MacBook,2213.46,241.4,7,2022,1972.06,4.2,Minnesota,1,www.newegg.com
82,e78c4292-b02c-402e-80ed-e4b4bdcdf694,eef09c61-89a1-4a1d-ad86-1e7932cfdd6d,Male,28,26-35,Lenovo Legion per,Lenovo,2206.9,288.36,7,2021,1918.54,4.3,West Virginia,1,www.newegg.com
83,7addeb68-d25e-49e9-8558-ad54680fd405,530a24ba-823a-43b4-a984-f259f93b1fba,Male,28,26-35,MacBook Air painting,MacBook,1476.46,118.23,8,2020,1358.23,3.5,Michigan,1,www.newegg.com
84,2988f168-e8d2-4cf7-b3f3-40ccc3845723,0362c6ae-25f3-4230-8092-16599d6daae3,Male,28,26-35,Microsoft Surface Book example,Microsoft,1948.36,260.13,3,2018,1688.23,5.0,Ohio,1,www.newegg.com
85,41b4f9b5-12be-4567-ad18-66d20b0c48fc,52de333d-432a-4531-938f-cdd08cd6459c,Male,28,26-35,Dell Precision these,Dell,1683.79,215.75,2,2020,1468.04,4.5,Florida,1,www.newegg.com
86,c2eb74d4-a989-4f9f-94ad-c531638e6f2d,b54ef542-efea-4bb8-9ed9-2e78978c622d,Male,28,26-35,Acer Predator job,Acer,863.46,115.04,6,2020,748.42,3.8,Massachusetts,1,www.newegg.com
87,bb5f1ed7-3c5f-46e7-b077-9be300a1270f,aef6cd12-5a8b-4414-a785-4a1fc19d7bec,Male,28,26-35,Lenovo Legion pass,Lenovo,1056.51,,7,2022,768.71,,Colorado,1,www.newegg.com
88,e92c3918-5d90-42ce-b573-01e9541af345,d7056d8e-e1f5-497c-b952-48d1640b3ad3,Male,28,26-35,ASUS ZenBook important,ASUS,1998.05,63.02,6,2021,1935.03,3.8,California,1,www.newegg.com
89,fb7e83f6-fac1-4fbd-b880-9aeb1d82fa8c,ef808f73-d1ab-4b62-bbc8-564a6e2e6f71,Male,28,26-35,Acer Aspire itself,Acer,2008.47,287.4,4,2022,1721.07,4.8,South Carolina,1,www.newegg.com
90,79e10e3d-5ca9-4e2e-aab2-34b8177dab5d,a0e9ce32-ca7d-48b4-9e81-985a4dac685e,Male,28,26-35,HP EliteBook off,HP,752.44,217.36,10,2021,535.08,4.9,New Jersey,1,www.newegg.com
91,aaa29ba5-6b0e-4317-8b06-672578b6596c,da11a6e8-160f-40b6-b083-e22689575fa1,Male,28,26-35,Microsoft Surface Book seem,Microsoft,2033.8,91.95,10,2019,1941.85,4.9,Virginia,1,www.newegg.com
92,fd9b4a80-e0eb-4a03-86fd-65be826ee1c8,6c6a99a5-25d8-435d-892a-bed7333c27f4,Male,28,26-35,Dell Inspiron history,Dell,2429.44,77.02,1,2021,2352.42,4.9,Oregon,1,www.newegg.com
93,b3206989-1f60-45c8-9138-aa7ea9f0149b,0c766a6a-92d0-4939-9b2e-9bc0de366061,Male,28,26-35,Microsoft Surface Book chance,Microsoft,1293.31,228.75,2,2022,1064.56,4.4,South Dakota,1,www.newegg.com
94,d398ea90-7201-40a4-afd2-0f4991796b8e,61fe03dd-2ac4-4204-98ef-5e96b0347d7a,Male,28,26-35,HP Pavilion game,HP,1894.39,125.4,11,2021,1768.99,4.4,Delaware,1,www.newegg.com
95,2858f9af-ebb7-4782-8659-69093095ed29,117d7326-9a12-4c4a-9d68-2d9898dcd1cf,Male,28,26-35,Acer Aspire memory,Acer,1194.41,157.09,6,2022,1037.32,3.6,Tennessee,1,www.newegg.com
96,fde9bce7-fe1e-4eb4-b95f-1125204a498e,6617ea73-c37c-4c82-8c58-20ad2d1ff32e,Male,28,26-35,Lenovo ThinkPad picture,Lenovo,2199.15,255.58,2,2021,1943.57,4.2,Mississippi,1,www.newegg.com
97,dba70cc4-3df7-472e-9630-d1770bba170b,4426e133-8dba-47d6-b753-7b1a4e7fcba0,Male,28,26-35,Microsoft Surface Book when,Microsoft,1914.62,,12,2021,1755.75,,Tennessee,1,www.newegg.com
98,8117b6cf-fedc-4951-aea1-488857e01fe2,c605fb5a-7d41-4bef-8519-589f35b62384,Male,28,26-35,Lenovo Legion maintain,Lenovo,1429.75,256.43,10,2020,1173.32,3.9,Kansas,1,www.newegg.com
99,858d27d9-1850-4195-8c3c-149c4523ba91,ba81bb80-6501-419a-8cfe-5b692e210fae,Male,28,26-35,Acer Aspire significant,Acer,1057.86,162.7,8,2018,895.16,4.4,Texas,1,www.newegg.com
100,a98fb011-0eb6-4ce0-b77c-a2292792d1eb,63e60bdc-cdb3-40d9-923c-cb1cd4ed40d6,Male,28,26-35,ASUS VivoBook car,ASUS,557.4,262.74,3,2019,294.66,4.2,Minnesota,1,www.newegg.com
101,c4fa555b-c151-47a4-a238-fa77616656c2,772dcb75-01c9-4059-ad32-898de1d240ac,Male,28,26-35,Acer Predator sit,Acer,1180.68,270.08,12,2018,910.6,4.8,Oklahoma,1,www.newegg.com
102,896f6653-f2c7-4080-80cb-ff46b396536e,561581fc-c9fb-4a9a-a84d-9931e9549203,Male,28,26-35,Dell Inspiron research,Dell,671.23,230.02,8,2021,441.21,4.3,Kansas,1,www.newegg.com
103,7ab45d27-7dff-46c4-901a-94d03d414c31,3f2cd6de-962e-4eee-81ea-397b8d15adc9,Male,28,26-35,Microsoft Surface Book provide,Microsoft,1791.81,172.71,1,2020,1619.1,3.6,Iowa,1,www.newegg.com
104,e18b4358-eb57-40bf-90d4-44c47b6c7793,ddfb7bc3-6883-41c1-a0bd-eb9418cd3b35,Male,28,26-35,ASUS ROG space,ASUS,986.61,215.99,6,2021,770.62,4.2,North Dakota,1,www.newegg.com
105,eea4d1d4-4d6f-46b5-8e87-efa9b1c389bd,43466826-8ae5-4b19-967f-a1984a64d1c0,Male,28,26-35,Lenovo Legion teach,Lenovo,2493.26,187.6,6,2022,2305.66,4.6,Louisiana,1,www.newegg.com
106,08b9be5c-a04b-4295-85ee-2a037203bb04,218f9c2f-de79-4a3c-8a40-14c8241f0b7b,Male,28,26-35,Lenovo Yoga get,Lenovo,961.08,230.32,6,2020,730.76,3.7,Ohio,1,www.newegg.com
107,eb08a169-ced2-4ea4-8599-bc7cb54525a0,cb10c129-ed9c-4f78-bf21-ec530c8c31a2,Male,28,26-35,Acer Aspire source,Acer,883.08,234.65,5,2020,648.43,4.6,Wisconsin,1,www.newegg.com
108,7c9e6807-c224-4ed5-a59e-6cf6cf6dd3b3,215f14fc-5942-4561-9e49-8fd73d0f1a03,Male,28,26-35,MacBook Pro course,MacBook,2461.02,258.16,5,2022,2202.86,3.8,Idaho,1,www.newegg.com
109,bb7fc86f-9919-4240-98a2-463f57a210d1,d3f5941e-68f0-40f6-b721-a654e3c4f2de,Male,28,26-35,Lenovo ThinkPad number,Lenovo,1916.04,81.65,1,2020,1834.39,5.0,Oklahoma,1,www.newegg.com
110,7c1cb0d7-7017-4391-9d99-3c22a3804967,bc5dd562-871d-4a8a-84d8-3b3c204788f2,Male,28,26-35,Lenovo IdeaPad father,Lenovo,1775.74,238.2,2,2018,1537.54,4.8,Oregon,1,www.newegg.com
111,163bb17b-e8c7-480e-b674-157e2f0af1ff,1c86d28f-7a80-43a3-a831-3d7b8e5f22d2,Male,28,26-35,Lenovo Legion necessary,Lenovo,1457.43,135.18,1,2020,1322.25,3.9,New Mexico,1,www.newegg.com
112,211ac888-26d6-4316-87d0-e7c96611208b,90bf9ccf-0aa1-4c47-aa95-5b7f57b23fa8,Male,28,26-35,Dell Latitude dark,Dell,1301.41,68.52,11,2019,1232.89,4.5,Georgia,1,www.newegg.com
113,03f366ab-006d-4500-8ae4-a498ab12e805,ab8f4ffc-8edb-419d-8e6e-c5929faef324,Male,28,26-35,HP Omen plan,HP,670.36,112.05,9,2022,558.31,4.6,Rhode Island,1,www.newegg.com
114,8cdd9d4a-94de-47f5-8b35-bd1f11cd188a,73b6088f-f6c6-472d-93d4-f533b056f64a,Male,28,26-35,MacBook Air instead,MacBook,2051.39,145.09,8,2022,1906.3,3.9,Pennsylvania,1,www.newegg.com
115,e536c7cb-f6a5-44ed-8960-6c4bc176cd45,bd94cd2e-09f1-4da6-8108-54127f4d6d76,Male,28,26-35,ASUS VivoBook cost,ASUS,1637.26,65.06,12,2021,1572.2,3.6,Wisconsin,1,www.newegg.com
116,b366a7c0-62b7-42d9-b339-9bde120854cd,5cdaa3e0-41d2-4415-9df9-152717ea7140,Male,28,26-35,HP EliteBook play,HP,1029.29,70.3,4,2022,958.99,3.8,California,1,www.newegg.com
117,8b7ae617-56dc-46df-a6a5-c9bb18184f4e,4025454d-9235-496e-9cda-6c5dcccf1479,Male,28,26-35,HP Pavilion determine,HP,1317.04,222.34,8,2022,1094.7,3.9,Iowa,1,www.newegg.com
